smiles,1syh score,4lde score,6y2f score,time (s)
n1c(c(c2ccc(N)cc2)c(nc1N)N)C,-8.7,-8.1,-5.5,9.97733235359192
[O-][N+](=O)c1ccc(c2c(nc(nc2N)N)CC)cc1,-8.8,-8.7,-6.2,13.307864904403688
N1(CCCCC1)c1ccc(cc1)c1c(nc(nc1N)N)CC,5.5,-9.9,-6.5,16.913379192352295
Clc1cc2[nH]c(=O)c(nc2cc1)CC(=O)c1ccccc1,-3.0,-9.9,-6.1,15.724734783172607
O=C(Cc1nc2c(nc1CC(=O)c1ccccc1)ccc([N+](=O)[O-])c2)c1ccccc1,3.2,-9.1,-8.0,53.60680651664734
O=C(Cc1nc2c(nc1CC(=O)c1cccnc1)ccc([N+](=O)[O-])c2)c1cccnc1,4.7,-8.0,-7.9,54.660942792892456
O=c1[nH]c(c2ccc(cc2)C)cc(c1C#N)C(=O)NN,-4.5,-10.0,-6.0,16.18230414390564
[O-][N+](=O)n1nc2c(cc([N+](=O)[O-])cc2)c1,-8.9,-7.4,-5.2,7.394263029098511
S(c1ccc(C(=O)C2(NCc3c(C2)cccc3)C)cc1)CC,-0.4,-9.9,-6.2,21.20160818099976
S1(=O)(=O)n2c(N(c3c1cccc3)c1ccccc1)nnc2c1ccccc1,10.2,-5.2,-7.7,21.55250811576844
Clc1c(cc(OCc2n3S(=O)(=O)c4c(N(c3nn2)c2ccccc2)cccc4)cc1)C,9.5,-7.1,-7.5,45.2655839920044
Clc1nc2c(C(=O)C(=CC2=O)OC)cc1,-9.4,-7.2,-5.0,7.112553119659424
O1c2oc3c(c(=O)c2C(c2c1oc1c(c2=O)cccc1)c1cc2OCOc2cc1)cccc3,27.4,-2.2,-8.2,28.04662299156189
O1c2oc3c(c(=O)c2C(c2c1oc1c(c2=O)cccc1)c1cc(OC)c(O)c(OC)c1)cccc3,28.4,8.7,-8.6,37.86186647415161
O=C1NC(=O)NC21C1C(NC(C2CCC1)c1ccccc1)c1ccccc1,6.2,-5.2,-7.8,24.706268072128296
O=C1NC(=O)NC21C1C(N(C(C2CCC1)c1ccccc1)C)c1ccccc1,8.9,-4.0,-7.7,26.44002413749695
O=C1NC(=O)NC21C1C(N(C(C2CCC1)c1ccc(OC)cc1)C)c1ccc(OC)cc1,26.1,-3.1,-7.6,42.68564510345459
O=C1NC(=O)NC21C1C(NC(C2CCCC1)c1ccccc1)c1ccccc1,4.0,-7.0,-7.9,25.344951629638672
O=C1NC(=O)NC21C1C(N(C(C2CCCC1)c1ccccc1)C)c1ccccc1,17.4,-1.9,-8.2,26.15951561927796
O=C1c2c([nH]c(=O)[nH]c2=O)C(=O)C=C1NC(=O)C,-8.7,-8.4,-6.6,9.358086109161375
O=c1n(N)c(nc2[nH]ncc12)C,-8.7,-7.1,-4.7,5.488389492034912
O1C(Oc2ccccc2)c2c(cc3OCOc3c2)C1=O,-6.4,-9.9,-6.4,11.744673490524292
O=c1[nH]nc(NN)c2c1cncc2,-8.9,-8.2,-5.3,6.488286733627319
S1(=O)(=O)c2c(C(=O)C=C1c1ccccc1)ccc(O)c2,-5.2,-10.0,-6.9,10.826708555221558
S1(=O)(=O)c2c(C(=O)C=C1c1ccccc1)cccc2O,-5.3,-10.0,-7.0,11.983858108520508
O1CC(=O)C(=C2C(=O)NC(=O)NC2=O)C1=O,-9.4,-8.2,-5.9,6.420138835906982
O([C@@H]1OC=C([C@]2(O)[C@H]1[C@H](CC2)C)C=O)C1OC(C(O)C(O)C1O)C,-1.0,-8.7,-7.6,19.545887231826782
Clc1c(c2oc(=O)c3c(n2)cc(Cl)cc3)ccc(Cl)c1,1.1,-9.8,-6.2,9.85241174697876
O=C(N1CCCCC1)Nc1c2c(c(NC(=O)N3CCCCC3)ccc2)ccc1,50.4,-8.2,-7.8,27.0424222946167
FC(F)(F)c1c(NC(=O)Oc2ccc(cc2)C#N)cccc1,-5.6,-10.0,-5.9,22.35543322563172
O1[C@H]2[C@@H]3O[C@@H]3[C@H]3OC(=O)[C@@H]([C@@H]12)C3,-8.9,-8.2,-7.7,4.754364490509033
O=C1c2c(-c3ncccc13)n(c(=O)c1c2cccc1)c1ccccc1,-0.7,-4.5,-8.0,15.76512598991394
O=C1c2c(-c3c1nccc3)n(c(=O)c1c2cccc1)c1ccccc1,-2.6,-1.8,-8.0,15.699025869369509
O=C1N(C(=O)C2C3C(C12)C1C2C(C3C=C1)C(=O)N(C2=O)c1ccccc1)c1ccccc1,55.5,-4.7,-7.7,26.096750497818
O=C1N(C(=O)C2C3C(C12)C1C2C(C3C=C1)C(=O)N(C2=O)Cc1ccccc1)Cc1ccccc1,22.5,-6.8,-8.0,42.45624780654907
S(=O)(=O)(CCC(=O)c1ccc([N+](=O)[O-])cc1)c1ccc(cc1)C,-6.1,-9.9,-5.6,29.385614156723022
S(=O)(=O)(Nc1c(=O)[nH]c(=O)[nH]c1)c1ccc([N+](=O)[O-])cc1,-8.9,-9.3,-6.8,19.41779613494873
OC1(O)C(=O)Nc2c(NC1=O)cccc2,-8.6,-8.4,-5.7,6.437955379486084
O1C(OC(=O)C(=C1c1ccccc1)C(=O)c1ccccc1)c1cccnc1,6.5,-9.0,-7.6,32.812854290008545
O1CC2N(Cc3c(-c4c(C2)cc2OCOc2c4)c(OC)c(OC)c(OC)c3)C1=O,7.2,1.2,-7.6,18.069175004959103
o1c(N2CCCC2)nc(=O)c2c1cc1c(c2)cccc1,1.1,-10.0,-6.5,9.438428163528442
O=C1NC2(C3C(C1(c1c2cccc1)Cc1cccnc1)C(=O)N(C3=O)c1ccccc1)c1cccnc1,33.2,3.1,-8.0,61.74269437789917
O=C1NC2(C3C(C1(c1c2cccc1)C)C(=O)N(C3=O)c1ccccc1)c1ccncc1,20.9,-0.4,-8.2,29.04861259460449
O=C(Nc1cc(ccc1)C#N)Nc1ccc(cc1)C#N,8.7,-9.9,-5.2,14.632599353790283
S(=O)(=O)(O)c1c(/N=C/c2c(O)cccc2)c2c(cc(S(=O)(=O)O)cc2O)cc1,9.1,-8.2,-8.1,33.64479303359985
O(c1cc(CCNC(=O)C(=O)c2c3c([nH]c2)cccc3)ccc1OC)C,-3.2,-10.0,-6.2,41.06998085975647
o1c(nnc1c1ccccc1)c1c(N)cccc1,-4.4,-9.9,-6.4,9.521011352539062
o1c2c(c(CC(=O)O)cc1=O)ccc(OC)c2,-9.4,-8.6,-5.9,10.315700769424438
O=c1n([nH]c(=O)c2c1nccc2)CCN,-9.3,-7.7,-5.9,8.729340553283691
O=c1n([nH]c(c1c1n(nc(c1)C)c1ccccc1)C)c1nc2c(c(c1)C)cc(OC)cc2,31.7,-10.0,-7.4,50.352312088012695
Brc1[nH]c2c(c1CC(N)C(=O)O)cccc2,-8.8,-8.1,-6.2,10.893807411193848
[Ge](=O)(O[Ge](=O)C1NC(=O)NC(=O)C1F)C1NC(=O)NC(=O)C1F,-7.9,-10.0,-7.8,22.06253719329834
O=c1c2c3[nH]c(cc(=O)c3ccc2[nH]c(c1)C)C,-9.5,-9.1,-6.2,7.550760746002197
o1nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2n1,-8.7,-7.9,-5.2,7.224351644515991
[As](=O)(O)(O)c1ccc(NC(=O)Nc2ccccc2)cc1,7.4,-9.9,-6.6,16.493079662322998
Clc1c(NC(=O)Nc2ccc(cc2)C#N)c(ccc1)C,7.3,-10.0,-5.3,15.4246723651886
Clc1cc(n2nnc(c2C)c2ccccc2)ccc1F,1.5,-10.0,-7.0,11.516413927078249
Clc1c(NC(=O)Nc2ccc(cc2)C#N)ccc([N+](=O)[O-])c1,20.9,-9.9,-5.7,19.822346448898315
O=C(Nc1c2c(c(NC(=O)NCc3cccnc3)ccc2)ccc1)NCc1cccnc1,20.9,-9.6,-7.9,56.29218816757202
O=c1n([nH]c(=O)c2c1cncc2)CCN,-8.6,-7.7,-5.9,8.574008226394653
FC(F)(F)c1ccc(cc1)c1n[nH]nn1,-9.7,-8.0,-5.3,7.799669027328491
Clc1c2c(n3nnc(c3nc2N)C(=O)NCc2sccc2)ccc1,10.8,-9.9,-6.6,20.000027894973755
OC(CN1CCN(CC1)c1ccccc1)COc1c2c(nc3c1cccc3)cccc2,7.2,-8.8,-7.6,49.76909780502319
O1CC2CC(=O)N(N=C2c2c1ccc(O)c2)c1ccccc1,1.1,-9.8,-7.5,13.628708600997925
O1C(Cc2nn3-c4c(C(Cc3c2C1=O)c1ccccc1)cccc4)(C)C,14.5,-7.6,-7.6,16.18901562690735
O=C1N(C(=O)NC(=O)/C/1=C\1/C=C(C(C(=C1)c1ccccc1)(c1ccccc1)C#N)c1ccccc1)C,32.6,11.9,-7.9,56.225135803222656
O=C1N(C(=O)N(C(=O)C1=C1C=C(C(C(=C1)c1ccccc1)(c1ccccc1)C#N)c1ccccc1)C)C,34.7,9.1,-8.1,55.64908981323242
O1N(C2N(C(=N1)c1cc([N+](=O)[O-])ccc1)C=CC(=C2)C)c1nccc(c1)C,2.1,-4.9,-7.6,28.351033449172974
OC(=O)C(NC(CCC(=O)O)C(=O)O)CC(C)C,-9.2,-7.7,-5.7,18.584168434143063
O=c1[nH]c(NN(c2ccccc2)C)ccn1,-8.9,-7.9,-5.7,9.850512742996216
OC1C(O)c2c(C3=C1C(=O)c1c(C3=O)cccc1OC)c(O)cc(c2)CO,7.1,-4.5,-7.8,15.930426120758057
O=C1N(Cc2c3c(n(c4c3cccc4)C)c(c3c2cncc3)C)C(=O)c2c1cccc2,15.5,-7.0,-7.9,27.62734627723694
O1C(O)(C(C(c2c1cc1OCOc1c2)c1cc(OC)c(O)c(OC)c1)C(=O)C)C,3.6,-5.4,-7.7,32.26658320426941
N(C1Nc2c(N1)cccc2)C1Nc2c(N1)cccc2,-5.5,-9.9,-6.5,13.403314590454102
O(Cc1[nH]cc(OCc2ccccc2)c(=O)c1)Cc1ccccc1,-4.1,-10.0,-6.1,31.84982943534851
[O-][N+](=O)c1c(Cc2ccccc2)ccc(c2c(nc(nc2N)N)CC)c1,5.2,-10.0,-7.0,27.946998834609985
O1C2(C3=C(N4N=Cc5c(C14)cccc5)CCC3=O)C(=O)NC(=O)NC2=O,3.5,-9.1,-7.8,10.660501956939695
O1C2(C3=C(N4N=Cc5c(C14)cccc5)CCCC3=O)C(=O)NC(=O)NC2=O,-0.9,-7.0,-8.3,11.033154010772703
S(CC1=C(C(=O)C1=O)c1ccccc1)C1=C(C(=O)C1=O)c1ccccc1,-0.7,-9.9,-6.2,33.12027025222778
S1C2(CSC3(C1)C(=C(O)C3=O)c1ccccc1)C(=C(O)C2=O)c1ccccc1,19.1,-1.2,-7.5,25.37353825569153
On1cc2-c(cc1)c(O)nnc2=O,-8.8,-8.4,-5.2,5.482897996902466
O=c1[nH][nH]c(=O)c2[nH]c(=O)c(=O)[nH]c12,-9.0,-7.9,-5.7,5.408772945404053
O1C(C2OC(=O)C(=O)C2C(=O)c2ccc(OC)cc2)C(C(=O)C1=O)C(=O)c1ccc(OC)cc1,13.9,-8.4,-7.8,65.76654934883118
Clc1c(C(=O)C2C(OC(=O)C2=O)C2OC(=O)C(=O)C2C(=O)c2c(Cl)cccc2)cccc1,4.8,-9.9,-7.5,50.8125
O1C(C2OC(=O)C(=O)C2C2CCCCCCC2=O)C(C2CCCCCCC2=O)C(=O)C1=O,16.1,-5.6,-7.7,41.00447463989258
O=c1n([nH]c2nc(cc(c12)c1ccccc1)C(=O)OC)c1ccccc1,6.3,-7.0,-7.8,28.37691736221313
O=c1n([nH]c2nc(cc(c12)c1ccc(OC)cc1)C(=O)OC)c1ccccc1,10.6,-5.4,-7.8,32.14968657493591
O=c1n([nH]c2nc(cc(c12)c1ccc(N)cc1)C(=O)OC)c1ccccc1,7.3,-5.3,-8.1,32.5999174118042
O=C(Cc1nn2c(nc1CC(=O)c1ccc(cc1)C)nnc2N)c1ccc(cc1)C,5.0,-9.9,-7.8,50.74480605125427
Fc1ccc(C(=O)Cc2nn3c(nc2CC(=O)c2ccc(F)cc2)nnc3N)cc1,0.6,-9.6,-8.0,47.86012649536133
O1C2(CC(n3c(=O)c4c(nc3)cccc4)C1=O)c1c(NC2=O)cccc1,12.7,-9.9,-7.9,17.936638593673706
OC1CN2C(CC(C1)CO)c1[nH]c3c(c1CC2)cccc3,2.1,-9.1,-7.5,10.101692914962769
O=C1N2C(CC(C1)CO)c1[nH]c3c(c1CC2)cccc3,1.4,-9.8,-7.1,10.155308246612549
O=C1N(CCC(=O)Nc2[nH]ccn2)C(=O)c2c1cccc2,-7.0,-10.0,-6.3,16.800616025924683
O=C(Cc1nc2n([nH]c1=O)c(nn2)N)c1ccc(OC)cc1,-6.9,-10.0,-7.2,21.202190160751343
[nH]1nc(nc1CCCCc1[nH]nc(n1)N)N,-8.7,-7.7,-6.0,13.479829549789429
Fc1ccc(C(=O)Cc2nn3c(n(N)c2=O)nnc3C)cc1,-6.5,-10.0,-7.4,18.373784065246586
Clc1c2OC(Cc2cc2[nH]ccc12)CO,-8.7,-7.8,-5.7,7.617829084396362
Fc1c2C(O)NC(=O)Oc2ccc1,-8.6,-8.2,-5.2,5.472679376602173
Fc1c(CC(N)(C)C(=O)O)cc(O)c(O)c1,-9.6,-8.9,-5.8,10.925044298171995
Fc1c(CC(N)C(=O)O)ccc(O)c1O,-9.2,-8.6,-5.8,9.212490797042848
O=c1n(c(=O)n(c2nnn(c12)C(=O)c1ccccc1)C)C,-1.9,-9.9,-6.3,12.04778504371643
O=C(NCCc1ccc(cc1)C(=O)O)C,-8.6,-8.2,-5.5,10.87896728515625
O1C(c2c(C1=O)cccc2)c1ccc(O)cc1,-9.6,-9.4,-6.1,9.24578070640564
[O-][N+](=O)N/C(=N/Cc1ccccc1)/N,-9.0,-7.4,-5.0,9.809999227523804
Oc1cc2c(cc1N)cccc2,-8.6,-8.5,-5.4,4.92931056022644
[O-][N+](=O)c1ccc(C2CCCCC2)cc1,-8.8,-7.5,-5.1,8.475406408309937
O=C(Cc1c([N+](=O)[O-])cccc1)C(=O)O,-9.0,-7.9,-5.4,9.539226770401
Oc1c(cc(O)c(c1)CC(=O)O)CC(=O)O,-9.9,-8.2,-6.0,10.05422019958496
Clc1nc(N(CC)CC)nc(Nc2cc3oc(=O)c(cc3cc2)c2ccccc2)n1,30.5,-10.0,-6.7,42.29155087471008
O=C(NO)c1c(N)cccc1,-8.8,-7.7,-5.0,5.532421350479126
O(c1c(OC)ccc(c1O)C(=O)O)C,-8.6,-6.8,-5.3,7.416137456893921
O=C1c2c3c(C(=O)C1)cccc3ccc2,-8.7,-9.4,-5.2,5.112959623336792
O=C(c1cc2c(c3c(cc2)cccc3)cc1)C,-9.2,-9.9,-6.0,7.411856651306152
O1c2c(C(=O)C1)ccc(O)c2O,-8.6,-8.1,-5.2,4.816755533218384
OC(=O)c1ccc(NC(=O)N)cc1,-9.0,-7.7,-5.1,7.214099407196045
O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,5.4,-9.9,-5.9,16.845717906951904
O=C(CCC(=O)c1ccccc1)CCC(=O)O,-8.7,-8.3,-5.1,15.137240171432495
O=C(Nc1c(cc(cc1)C)C)c1cc(N)c(cc1)C,1.0,-10.0,-6.3,11.382290601730348
S(=O)(=O)(O)c1c(cc(c(N)c1)C)C,-8.9,-7.9,-5.1,6.334526062011719
S(=O)(=O)(O)c1c([N+](=O)[O-])cc(OC)c(N)c1,-8.8,-7.9,-5.5,9.079681873321531
Oc1c(/N=N/c2c([N+](=O)[O-])cccc2)c2c(cc1)cccc2,-3.4,-10.0,-6.7,16.564237356185913
OC(=O)c1cc2c(nc1)cccc2,-8.8,-7.7,-5.1,5.7914674282073975
O(c1cc2c([nH]c(c2)C(=O)O)cc1)Cc1ccccc1,-7.0,-9.9,-6.4,14.251208305358888
O1C(=O)c2c3c(c([N+](=O)[O-])cc2)cccc3C1=O,-9.0,-9.9,-6.2,8.361336708068848
O=c1[nH]c(=O)[nH]c2c1[nH]c(=O)[nH]c2=O,-9.0,-7.9,-5.3,5.2042787075042725
[O-][N+](=O)c1c2c(c([N+](=O)[O-])cc1)cccc2,-9.0,-8.9,-5.1,7.453661918640137
Brc1c(cc(cc1)C(=O)O)C(=O)O,-8.7,-7.7,-5.0,7.160077333450317
OC(=O)c1[nH]c2c(c1)cccc2[N+](=O)[O-],-8.9,-8.5,-5.8,7.715942621231079
[O-][N+](=O)c1c(N)cc(c(c1)C)C,-8.7,-7.8,-5.0,5.5410778522491455
Nc1c2-c3c(Cc2ccc1)cc(N)cc3,-8.7,-9.0,-5.7,6.279346942901611
Brc1cc(c(O)cc1O)C(=O)O,-8.6,-7.4,-5.8,6.088169813156128
o1c2c3c([nH]c2c2c(c1=O)cccc2)ccc1c3cccc1,-0.7,-7.9,-7.8,7.796660661697388
S(=O)(=O)(NN)c1cc(ccc1)C(=O)O,-8.9,-8.6,-5.6,8.210766315460205
[O-][N+](=O)c1c2ncccc2ccc1C,-8.7,-7.6,-5.1,5.8666651248931885
O=C(c1c2c3c4c(cc2)cccc4ccc3cc1)CCC(=O)O,-5.4,-10.0,-7.0,19.255934715271
Oc1c2c3c(ccc2ccc1)cccc3,-8.6,-9.2,-5.5,5.448594331741333
OC1c2c(C=Cc3c1cccc3)cccc2,-8.6,-9.4,-5.7,5.895439624786377
Clc1cc2c([nH]c(c2)C(=O)O)cc1,-8.7,-7.7,-5.2,6.68533730506897
[Ge](=O)(O[Ge](=O)CCC(=O)O)CCC(=O)O,-9.8,-8.5,-5.8,12.80244493484497
O=C1NC(=O)NC(=O)C1N(CC(=O)O)CC(=O)O,-8.8,-7.6,-6.3,14.035115480422974
O=C(Nc1cc2c(cc1)cccc2)N,-8.8,-8.6,-5.5,6.898402690887451
O(C(=O)n1c2c(cc1)cccc2)CC,-8.7,-7.2,-4.9,6.946624755859375
Oc1c2c(c(N)c(c1)c1ccc(OC)cc1)C(=O)c1c(C2=O)c(N)ccc1O,18.4,-9.6,-7.5,20.314579725265503
O=c1[nH]c2c([nH]c1=O)ccc(c2)C(=O)O,-9.6,-8.3,-5.8,7.281910419464111
Fc1c(OCC(=O)O)c(F)c(F)c(F)c1F,-8.7,-7.6,-5.4,8.299540519714355
O=C(Nc1cc2nc3c(cc2cc1)ccc(NC(=O)C)c3)C,4.4,-9.9,-6.3,13.71569299697876
O=C1N(c2ccc(/N=N/c3ccccc3)cc2)C(=O)C=C1,11.7,-9.9,-5.8,14.143371343612673
OC(=O)c1cc([N+](=O)[O-])c(c([N+](=O)[O-])c1)C,-9.1,-7.2,-5.2,9.104076623916626
OC(=O)CCc1ccc([N+](=O)[O-])cc1,-8.7,-7.6,-5.2,8.831199645996094
Oc1cc2c(cc(cc2)C(=O)O)cc1,-9.7,-8.8,-5.7,6.592957973480225
O(C(=O)N1C(CCC1)C(=O)NC(Cc1ccccc1)C(=O)O)Cc1ccccc1,-0.2,-10.0,-6.5,50.98634457588196
O=C1N(c2ccc(cc2)C(=O)O)C(=O)C=C1,-9.3,-8.3,-5.7,8.450169563293457
[O-][N+](=O)c1cc2CCCCc2cc1,-8.7,-8.0,-4.8,5.363929271697998
O(c1c(c2c(cc1)cccc2)C=O)CC,-8.8,-7.5,-4.8,7.484922170639038
Oc1c(ccc(c1O)C(=O)O)C(=O)O,-9.7,-8.2,-5.7,7.38101315498352
OC(=O)c1ccc(C2CCCCC2)cc1,-9.1,-8.4,-5.4,8.91176724433899
O=C(NO)c1ccc(cc1)C(=O)NO,-9.2,-8.3,-5.8,7.51705527305603
O=C1NC(=O)c2c1cc(cc2)C(=O)O,-9.4,-8.8,-5.2,6.367314100265503
Oc1cc2c([nH]c(c2)C(=O)O)cc1,-8.9,-8.0,-5.6,6.207626104354858
OC(=O)Cc1[nH]nc(N)c1C(=O)N,-8.7,-7.6,-5.4,7.924986362457275
S(=O)(=O)(O)c1c2c(nccc2)ccc1,-8.9,-8.8,-5.1,6.329614400863648
FC(F)(F)c1c2[nH]cc(c(=O)c2ccc1)C(=O)O,-9.3,-8.5,-6.1,9.505444526672363
O=C(NCCNC(=O)CCC(=O)O)CCC(=O)O,-9.1,-7.3,-5.5,19.006935834884644
O(c1c(=O)n(Cc2ccccc2)ccc1)Cc1ccccc1,-5.5,-9.9,-5.6,19.622618436813354
Clc1c2c([nH]c(c2)C(=O)O)ccc1,-9.1,-7.9,-5.4,6.23409628868103
OCCN(CCO)c1cc([N+](=O)[O-])ccc1,-8.7,-6.8,-5.3,12.443979740142822
O(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1)CC(=O)O,-9.5,-8.1,-5.5,11.275506258010864
O(c1ccc(cc1)C)C(=O)c1c(O)cc(N)cc1,-7.2,-9.9,-6.2,12.615617036819458
Fc1cc(CC(N)C(=O)O)ccc1O,-9.0,-8.0,-5.3,8.370857954025269
O1C[C@H]2[C@@H]([C@@H](c3c(C2)c(O)c2OCOc2c3)c2cc(OC)c(O)c(OC)c2)C1=O,4.6,-9.4,-7.8,26.87373995780945
S(=O)(=O)(O)c1cc(c(O)c([N+](=O)[O-])c1)C(=O)O,-9.1,-8.1,-6.0,10.147045612335203
OC(=O)C(N)Cc1c2c([nH]c1)ccc(c2)C,-10.0,-8.4,-5.9,9.53360152244568
O(c1c(cccc1)C(=O)N)CC(=O)O,-8.6,-7.5,-5.2,9.742790937423706
Fc1c([N+](=O)[O-])cc(N=[N+]=[N-])cc1,-8.8,-7.8,-5.1,6.570641040802002
Oc1c(cc(c(c1)C)C)C(=O)O,-9.0,-8.0,-5.2,5.932526350021362
S(=O)(=O)(N)c1c2ncccc2ccc1,-9.0,-8.5,-5.1,6.202431678771973
Oc1c(C(=O)Nc2[nH]ncn2)cccc1,-9.5,-8.1,-6.2,8.293593406677246
O1c2c3c4c(N(C(=O)C(=O)c4cc2OC1)C)cc1c3cccc1,-3.5,-4.3,-7.8,8.518628358840942
O=C(NN)c1c(N)cccc1,-8.6,-7.7,-4.8,5.550514221191406
Oc1ccc(C(c2ccccc2)C)cc1,-9.0,-9.4,-5.3,8.224932670593262
O=C1c2c(-c3c(C1=O)cccc3)ccc([N+](=O)[O-])c2,-9.2,-9.1,-6.7,8.68377947807312
Brc1c2c(c(O)c(Br)c1)cccc2,-8.7,-7.5,-5.1,5.38369083404541
O=C1C(=CC(=O)c2c1cccc2)CC,-9.3,-8.8,-5.0,6.065140247344971
[O-][N+](=O)c1c(c2ccccc2)ccc([N+](=O)[O-])c1,-8.7,-9.6,-5.6,10.756940364837646
Fc1cc2[nH]cc(CC(N)C(=O)O)c2cc1,-9.4,-8.2,-6.1,9.848877429962158
OC1c2c(-c3c1cccc3)ccc([N+](=O)[O-])c2,-9.7,-9.2,-6.4,7.933170318603516
O=c1[nH][nH]c(=O)c2c1cc(N)cc2,-8.6,-8.5,-5.1,5.2576048374176025
OC(=O)Cc1c2c3c(CCc3ccc2)cc1,-9.7,-9.3,-5.8,7.837404727935791
Brc1cc(c(NCC(=O)O)cc1)C(=O)O,-9.1,-7.4,-5.7,10.0227689743042
O=C(c1cc([N+](=O)[O-])ccc1)CC(=O)C,-9.0,-8.2,-5.1,9.221479177474976
OC(=O)C(N)Cc1ccc(N)cc1,-8.6,-7.5,-5.3,7.991870164871216
OC(=O)C(CCCc1ccccc1)C(=O)O,-8.8,-8.5,-5.4,13.980679512023926
S(=O)(=O)(Oc1ccccc1)c1cc([N+](=O)[O-])ccc1,-8.1,-9.9,-6.0,12.87781858444214
Oc1c(ccc(c1N)C(=O)O)C,-9.0,-7.9,-5.3,6.0308678150177
OC(=O)CCc1c2c(ccc1)cccc2,-9.4,-8.3,-5.6,7.532178401947021
O=C(N)Cc1cc2c(cc1)cccc2,-8.8,-8.5,-5.7,6.822981595993042
Oc1c(C(Nc2c(cccc2)C(=O)O)c2ccccc2)ccc2c1nccc2,-3.5,-9.8,-8.0,31.34146404266357
OC(=O)C(N)Cc1[nH]nc2c1cccc2,-9.5,-8.2,-6.3,8.715797662734985
OC(=O)C(N)Cc1c2c([nH]c1)cc(cc2)C,-9.0,-8.5,-5.9,9.07895302772522
OC(=O)C(c1ccccc1)CC(=O)O,-9.1,-7.7,-5.2,8.3432035446167
OC(=O)C(Cc1ccc(cc1)C)CC(=O)O,-9.0,-8.3,-6.0,12.527201175689695
OC(=O)C(=Cc1ccccc1)C(=O)O,-9.4,-7.9,-5.2,8.013452291488647
O=C(c1cc2c(cc1)cccc2)C=O,-8.6,-7.9,-5.1,6.142589569091797
o1c2c(c([N+](=O)[O-])c3c(oc(=O)cc3)c2OC)cc1,-8.6,-7.7,-5.7,9.502730369567873
O=NN(c1cc2c(cc1)cccc2)c1ccccc1,-4.6,-10.0,-6.3,10.108195066452026
O=C(C(=Cc1cc([N+](=O)[O-])ccc1)C(=O)C)C,-9.4,-8.2,-5.8,11.462645769119264
O=CNc1cc2c(cc1)cccc2,-9.1,-7.9,-5.0,6.000972270965576
o1c2c(c3c(c1=O)cccc3)ccc([N+](=O)[O-])c2,-9.7,-9.5,-6.4,7.92529559135437
O=C1N(C(=O)c2c1cccc2)C(=O)c1c(C(=O)N2C(=O)c3c(C2=O)cccc3)cccc1,13.1,-7.2,-7.7,36.41024303436279
O=c1n(c(=O)n(c2nc([nH]c12)NN)C)C,-8.8,-7.7,-6.0,7.242745399475098
O(c1cc2c(c[nH]c2cc1)CC(=O)O)Cc1ccccc1,-6.7,-9.9,-6.2,17.047109603881836
OC1(NC(=O)N)C(=O)NC(=O)NC1=O,-9.1,-6.9,-5.5,6.852291584014893
OC(=O)C(N)Cc1c2c([nH]c1)cccc2C,-9.8,-8.1,-6.0,9.455800771713257
O=c1n(CCC(=O)O)ccc(=O)[nH]1,-9.0,-7.4,-5.1,8.054178953170776
OC(=O)c1c2Cc3c(-c2ccc1)ccc([N+](=O)[O-])c3,-8.8,-9.3,-6.6,9.833001375198364
O=C1c2c(C(=O)c3c1c(O)ccc3NC(=O)c1ccccc1)cccc2NC(=O)c1ccccc1,70.1,4.7,-8.0,51.95611357688904
O=c1c2c([nH]cc1C(=O)O)ccc([N+](=O)[O-])c2,-9.4,-8.2,-6.2,8.935063600540161
P(=O)(O)(O)Cc1c2c(ccc1)cccc2,-8.9,-8.7,-5.6,7.622359275817871
O(c1c(N)c(cc(OC)c1OC)C(=O)O)C,-8.7,-6.9,-5.4,9.497041702270508
O=C(c1cc([N+](=O)[O-])ccc1)c1cc([N+](=O)[O-])ccc1,-7.3,-9.9,-6.5,15.354001760482788
Brc1cc2c(CC(N)C(=O)O)c[nH]c2cc1,-9.7,-7.9,-5.9,10.31551957130432
Fc1cc2c(c[nH]c2cc1)CC(=O)O,-8.9,-8.0,-5.3,7.375178337097168
Fc1cc(C(=O)NNC(=O)c2cc(F)ccc2)ccc1,7.3,-9.9,-6.4,12.743600368499756
Oc1c(cc(c2c1nccc2)C)CO,-9.6,-8.4,-5.7,6.417640924453735
Fc1cc(c2oc(nn2)c2cc(F)ccc2)ccc1,-2.2,-10.0,-6.7,10.342469453811646
O=C1C(=c2c(=C1c1ccccc1)c1c(c3c2cccc3)cccc1)c1ccccc1,14.6,-3.4,-7.7,25.293346405029297
o1c(c2ccc(OC)cc2)c(O)c(=O)c2c1cccc2,-2.0,-10.0,-6.2,10.2289080619812
Clc1cc(S(=O)(=O)O)c(O)c(/N=N/c2c(O)cc(O)cc2)c1,-2.0,-9.6,-7.6,17.267818450927734
Oc1c(ccc(c1)C(=O)O)C(=O)O,-9.3,-7.9,-5.9,7.115309715270996
OC(=O)c1c2c3c(CCc3ccc2C(=O)O)cc1,-8.7,-8.7,-5.8,8.529566049575806
O=C1N(N)C(=O)c2c(C1)cccc2,-9.0,-8.8,-5.2,5.209151268005371
n12ncc3c(c1nnc2C)cccc3,-9.0,-8.0,-5.3,4.858254194259644
