smiles,homo,lumo
C1C(=Cc2c1c1c3c[nH]cc3c3ccccc3c1c1ccccc21)C1=CC=C[SiH2]1,-5.966130732,-7.5854
c1sc(-c2ccc3c(c2)c2cscc2c2c3ccc3cccnc23)c2ccsc12,-5.887804785,-7.8548
[nH]1c2ccoc2c2c3nsnc3c3cc(oc3c12)-c1ccccc1,-5.863182118,-7.8702
c1cc2cc3c(cc(-c4ccccn4)c4=C[SiH2]C=c34)cc2s1,-6.139897461,-7.8732
C1C=Cc2c1c1cc3c4c[nH]cc4c(cc3cc1c1=C[SiH2]C=c21)-c1ccccc1,-5.953888002,-7.5523
C1C=Cc2csc(c12)-c1cc2cnc3C=C[SiH2]c3c2c2cocc12,-5.814854912,-7.7705
c1sc(-c2cc3oc4c(cnc5ccc6ccccc6c45)c3c3=C[SiH2]C=c23)c2nccnc12,-7.488052845,-8.5869
[nH]1c(cc2[nH]c3c(c12)c1=C[SiH2]C=c1c1ccc2=C[SiH2]C=c2c31)-c1scc2ccoc12,-6.778972676,-7.8674
[nH]1ccc2Cc3c([se]c4cc(-c5scc6cc[se]c56)c5=C[SiH2]C=c5c34)-c12,-6.86468503,-8.0135
[nH]1cccc1-c1cc2c3cscc3c3c4CC=Cc4c4nsnc4c3c2c2cocc12,-6.86496791,-8.1653
c1cc2c(o1)c1[se]c3cc([se]c3c1c1=CCC=c21)-c1cccc2ccccc12,-5.925246816,-7.548
c1sc(-c2ccc(s2)-c2ccc(-c3ncncn3)c3cCcc23)c2cc[se]c12,-7.373139051,-8.5258
c1ccc2c(c1)c1c[nH]cc1c1c3CC(=Cc3c3nsnc3c21)c1cccc2=CCC=c12,-6.686776432,-8.0008
c1sc(-c2cnc(-c3sc(-c4cncc5nsnc45)c4[nH]ccc34)c3nsnc23)c2cc[nH]c12,-7.810162458,-8.5975
c1sc(-c2Cc(cc2)-c2sc(-c3scc4ccCc34)c3[nH]ccc23)c2ccCc12,-6.572035925,-7.7939
[nH]1c(ccc1-c1sc(-c2scc3cc[se]c23)c2cc[se]c12)-c1scc2cc[SiH2]c12,-6.536935139,-7.9361
c1cnc(s1)-c1ccc(o1)-c1ccc(o1)-c1cccc2cscc12,-6.147706292,-7.9412
c1[SiH2]c(cc1)-c1ccc([se]1)-c1sc(-c2scc3ccsc23)c2ccsc12,-6.891975103,-8.1174
[nH]1cccc1-c1cc2cnc3cc4ccc5cocc5c4cc3c2[nH]1,-8.786235636,-9.2503
c1sc(-c2ccc(cc2)-c2ccc(-c3ncncn3)c3cscc23)c2cc[nH]c12,-6.773293925,-8.1897
C1C=c2ccc3c4cscc4c(cc3c2=C1)-c1cc2[SiH2]C=Cc2c2nsnc12,-7.173970218,-8.2652
C1C=c2c3ccsc3c3c4nsnc4c4cc(cnc4c3c2=C1)C1=CC=CC1,-6.894908483,-8.226
c1[SiH2]c2c3Cc4ccccc4-c3c3cscc3c2-c1,-6.039126931,-7.7449
c1cnc(s1)-c1ccc(s1)-c1sc(-c2scc3ccoc23)c2cc[se]c12,-6.876358994,-8.2463
[nH]1ccc2Cc3c(-c12)c1cocc1c1cc(-c2scc4[nH]ccc24)c2c[nH]cc2c31,-5.73419413,-7.2376
c1ncc(s1)C1=Cc2ncc3c4cnccc4cnc3c2C1,-6.478993384,-8.2879
[nH]1c2cc(ccc2c2c1c1c3cscc3ccc1c1ccccc21)-c1scc2[nH]ccc12,-5.916874567,-7.6037
c1cc2c([se]1)c1[se]c3cc([se]c3c1c1=CCC=c21)-c1cccc2nsnc12,-7.496466276,-8.6726
c1ccc([se]1)-c1cc2[se]c3c(sc4ccc5nsnc5c34)c2c2cocc12,-6.970004608,-8.4327
[nH]1ccc2[se]c3c(ccc4cc([nH]c34)-c3scc4ccsc34)c12,-5.557262966,-7.5073
c1ccc(cc1)C1=Cc2c(C1)c1c(ccc3ccccc13)c1nsnc21,-6.433694491,-8.1516
c1sc(-c2cc3oc4c([se]c5ccc6=CCC=c6c45)c3c3c[nH]cc23)c2cc[se]c12,-6.246979696,-7.776
[nH]1ccc2[se]c3c(c4c[nH]cc4c4cc(-c5ccc[se]5)c5=C[SiH2]C=c5c34)c12,-6.611250881,-7.8554
c1Cc(cc1)-c1ccc(o1)-c1ccc(-c2scc3cc[SiH2]c23)c2cscc12,-6.35092244,-7.8766
c1ncc(s1)-c1ccc(-c2ccc(-c3scc4[SiH2]ccc34)c3cocc23)c2cCcc12,-6.509506219,-7.9996
c1ccc(o1)-c1cc2c3nsnc3c3c(c4nsnc4c4ccc5=CCC=c5c34)c2[se]1,-8.036646459,-8.7539
c1sc(-c2cc3oc4c(cnc5ccc6cocc6c45)c3c3cocc23)c2cc[nH]c12,-6.022203117,-7.7586
c1cc2c3nsnc3c3c(c4c[SiH2]cc4c4ccc5cscc5c34)c2c2c[nH]cc12,-6.885058463,-8.1289
c1sc(-c2ccc(cn2)-c2ccc(-c3ncncn3)c3c[SiH2]cc23)c2sccc12,-7.349488528,-8.5546
[nH]1ccc2ccc3c(c4cscc4c4cc(-c5scc6[SiH2]C=Cc56)c5c[nH]cc5c34)c12,-5.503275969,-7.3575
[nH]1c(cc2ncc3c([se]c4ccc5cscc5c34)c12)-c1cccs1,-5.769921782,-7.7955
c1ccc([se]1)-c1sc(-c2ncc(-c3scc4cc[se]c34)c3nsnc23)c2sccc12,-7.732888447,-8.6779
C1C=c2c3cc(cnc3c3ncc4ccc5=C[SiH2]C=c5c4c3c2=C1)C1=CC=CC1,-6.501189168,-8.0139
c1ccc(s1)-c1cc2c(c3nsnc13)c1c(ccc3=CCC=c13)c1=C[SiH2]C=c21,-7.439620892,-8.3579
c1ccc(o1)-c1sc(-c2sc(-c3scc4occc34)c3sccc23)c2cc[SiH2]c12,-6.80503641,-8.1059
c1ccc([se]1)-c1cc2c(c3c[nH]cc13)c1sc3ccncc3c1c1=CCC=c21,-5.700596417,-7.6935
[nH]1c(cc2c3nsnc3c3cc4ccccc4cc3c12)C1=CC=C[SiH2]1,-5.834504948,-7.7223
[SiH2]1C=CC=C1c1cnc2cc3ccc4cocc4c3cc2c1,-5.947777552,-7.8717
c1ccc(s1)-c1ccc(-c2ncc(s2)-c2cncc3nsnc23)c2cCcc12,-7.81947156,-8.734
[nH]1c(cc2[se]c3c4CC=Cc4oc3c12)-c1cncs1,-5.856054494,-7.7498
C1C=Cc2cnc3c4CC(=Cc4c4c[nH]cc4c3c12)c1ccc[se]1,-5.573528356,-7.4454
c1ccc(cc1)-c1cc2[se]c3c(ccc4cccnc34)c2[se]1,-5.577676075,-7.7828
C1C=c2c(cc3c(c4[SiH2]C=Cc4c4=C[SiH2]C=c34)c2=C1)-c1scc2CC=Cc12,-7.175580074,-8.0903
[nH]1c-2c([SiH2]c3ccc4=C[SiH2]C=c4c-23)c2[se]c(cc12)-c1cccc2nsnc12,-7.345852405,-8.3142
c1sc(-c2ccc(-c3ccc(s3)-c3cccc4nsnc34)c3c[SiH2]cc23)c2ccoc12,-7.857991036,-8.3957
[nH]1c2C=C[SiH2]c2c2sc3cc(-c4ccco4)c4=CCC=c4c3c12,-6.264910515,-7.4649
c1cc2oc3c(c2c2cocc12)c1=C[SiH2]C=c1c1cc(ncc31)-c1cccc2=CCC=c12,-6.659735862,-8.0053
c1ccc([se]1)-c1sc(-c2sc(-c3cccc4cocc34)c3cc[se]c23)c2[se]ccc12,-6.753848125,-8.1162
c1ccc([se]1)-c1ccc(nc1)-c1ncc(-c2ncncn2)c2nsnc12,-7.980244516,-9.0575
[nH]1cccc1-c1cnc2c(c1)oc1c2c2=CCC=c2c2ccc3ccccc3c12,-5.979822651,-7.7335
c1cc2sc3c(c4cscc4c4ccc5cocc5c34)c2c2cCcc12,-6.181764383,-7.8263
[nH]1c2cc(-c3scc4[nH]ccc34)c3ccccc3c2c2ncc3C=CCc3c12,-5.355425454,-7.3433
c1ncc(s1)-c1cc2c3c[nH]cc3c3c(cnc4ccc5nsnc5c34)c2c2=C[SiH2]C=c12,-8.143500853,-8.3225
c1sc(-c2ccc(cc2)-c2ccc(-c3ccccn3)c3cscc23)c2ccoc12,-5.871071287,-7.7826
c1sc(-c2cc3[se]c4c(oc5ccc6nsnc6c45)c3c3c[nH]cc23)c2ccoc12,-6.877802208,-8.2029
c1sc(-c2cc3c([se]2)c2oc4ccc5nsnc5c4c2c2ccccc32)c2sccc12,-6.801576794,-8.2976
c1ccc(o1)-c1ccc2c(c1)c1=C[SiH2]C=c1c1c3[se]ccc3c3ccccc3c21,-6.290696789,-7.9289
[nH]1ccc2c1c1cnc3cc(-c4cncs4)c4nsnc4c3c1c1=CCC=c21,-6.985605426,-8.3201
[SiH2]1C=Cc2sc3c(c12)c1cocc1c1cc(ccc31)-c1cncc2nsnc12,-7.433512716,-8.6398
[nH]1c(ccc1-c1nccc2nsnc12)-c1ccc([se]1)-c1scc2Cccc12,-7.450813126,-8.5333
c1ncc(s1)-c1cc2[se]c3ccc4=C[SiH2]C=c4c3c2[se]1,-5.992004833,-7.8486
c1sc(-c2cc3oc4cc5ccncc5cc4c3[se]2)c2C=CCc12,-6.14699027,-8.0266
c1cc2sc3cc(sc3c2o1)-c1cncc2nsnc12,-7.379116586,-8.8145
c1ccc(nc1)-c1cc2c(c3c[nH]cc13)c1[se]c3ccc4cocc4c3c1c1=CCC=c21,-5.362887101,-7.4074
c1cc2ncc3c(ccc4cc(ncc34)-c3cccc4cscc34)c2s1,-5.949585534,-7.8976
C1C=c2cccc(-c3cc4oc5c6[SiH2]C=Cc6ccc5c4cn3)c2=C1,-5.999467332,-7.6832
c1ncc(s1)-c1cnc2c(c1)c1=C[SiH2]C=c1c1c3ccccc3c3cscc3c21,-6.733819485,-8.2192
c1sc(-c2sc(c3[SiH2]ccc23)-c2sc(-c3scc4occc34)c3cc[SiH2]c23)c2sccc12,-6.468585065,-7.9646
c1sc(-c2ccc3c(c2)oc2c3oc3ccc4cocc4c23)c2ccsc12,-7.844211215,-8.5281
c1ccc(s1)-c1cc2cnc3cc4ccccc4cc3c2o1,-5.54511929,-7.7825
c1cc2[se]c3c(c2s1)c1=CCC=c1c1cc(-c2cccc4=C[SiH2]C=c24)c2cocc2c31,-6.768018939,-8.08
c1ccc(nc1)C1=Cc2c([SiH2]1)c1[se]c3ccc4cscc4c3c1c1cscc21,-6.490165303,-7.8485
c1cc2cn-c3c(-c2c2cocc12)c1cscc1c1ccc2c[nH]cc2c31,-5.537127099,-7.4614
c1ccc([se]1)-c1ccc2c(c1)c1cocc1c1c3c4cocc4ccc3c3=CCC=c3c21,-6.153050318,-7.7689
[nH]1c2cc([se]c2c2c3cscc3c3cccnc3c12)-c1scc2nccnc12,-7.478048478,-8.6032
[nH]1c(cc2ncc3c4c5cocc5ccc4c4ccccc4c3c12)-c1cccs1,-5.525605758,-7.6138
[SiH2]1C=CC=C1c1cc2c3c[nH]cc3c3c4[SiH2]C=Cc4[se]c3c2c2c[nH]cc12,-6.107144748,-7.4658
c1cc2-[o]c3c([se]c4ccc5cocc5c34)-c2c2cscc12,-5.759289614,-7.7716
c1sc(-c2sc(-c3ccc(nc3)-c3cccc4cocc34)c3nccnc23)c2cc[nH]c12,-7.416435663,-8.4139
[nH]1c(cc2[SiH2]c3c(-c12)c1cocc1c1cccnc31)-c1ccccn1,-5.749391472,-7.647
c1cc2sc3c([se]c4cc(-c5cccnc5)c5cscc5c34)c2s1,-6.139533477,-8.0287
c1ncc(s1)-c1sc(c2Cccc12)-c1sc(-c2cncc3nsnc23)c2ccsc12,-7.841215152,-8.8347
c1ccc(cc1)-c1ccc2c3oc4ccc5=C[SiH2]C=c5c4c3c3c[nH]cc3c2c1,-6.294233323,-7.7793
c1cc2sc3c4oc(cc4c4nsnc4c3c2cn1)-c1cccc2cscc12,-6.800403479,-8.4024
c1sc(-c2sc(-c3[SiH2]c(cc3)-c3ccccc3)c3cc[nH]c23)c2cc[nH]c12,-6.757747359,-7.8015
c1ccc(o1)-c1ncc(-c2sc(-c3scc4Cccc34)c3sccc23)c2nsnc12,-7.701255051,-8.6439
c1cnc(-c2cc3[se]c4c([se]c5ccc6=CCC=c6c45)c3c3cscc23)c2nsnc12,-7.57218663,-8.6149
[SiH2]1C=CC=C1C1=Cc2ncc3c(cnc4ccncc34)c2[SiH2]1,-6.530960001,-8.1673
c1sc(-c2Cc(cc2)-c2ncc(-c3scc4[se]ccc34)c3nsnc23)c2[SiH2]ccc12,-7.67266926,-8.6485
c1cc2c3cocc3c3c4cnc(cc4c4c[nH]cc4c3c2s1)-c1scc2[se]ccc12,-5.957154323,-7.7576
c1cc2c3c[nH]cc3c3cc(cnc3c2cn1)-c1cccc2c[nH]cc12,-4.936287673,-7.1574
[nH]1c2cc(-c3cccc4=CCC=c34)c3cocc3c2c2cc3cnccc3cc12,-5.989552321,-7.7512
c1ccc(cc1)-c1cc2cnc3c4ccccc4[se]c3c2c2nsnc12,-8.296470893,-8.8412
c1cc2oc(cc2c2nsnc12)-c1cc2c3nsnc3ccc2c2=CCC=c12,-7.088675543,-8.4303
c1sc(-c2cc3cnc4c5cnccc5[se]c4c3c3=CCC=c23)c2ccsc12,-6.489550226,-8.2021
c1cnc(s1)-c1cc2c3nsnc3c3c([se]c4ccc5cscc5c34)c2c2cscc12,-7.154059604,-8.5228
c1ccc(-c2cc3cnc4c(oc5ccc6cscc6c45)c3c3ccccc23)c2c[nH]cc12,-5.796195934,-7.6511
c1ncc(s1)-c1cnc2c(c1)c1nsnc1c1c3cnccc3c3=CCC=c3c21,-7.197503775,-8.5087
c1cc2c(cc(-c3cc4cnccc4c4=CCC=c34)c3ccccc23)o1,-5.588134781,-7.6936
[SiH2]1C=Cc2c1cc(-c1scc3occc13)c1nsnc21,-7.060641214,-8.3924
[nH]1ccc2[SiH2]c3cc(ccc3-c12)-c1scc2nccnc12,-6.978381579,-8.2567
c1cc2oc(cc2s1)-c1cc2c(ccc3=C[SiH2]C=c23)c2nsnc12,-7.449214025,-8.3705
c1ccc(nc1)-c1cc2ccc3c4c5nsnc5ccc4c4c[nH]cc4c3c2c2=CCC=c12,-6.578983802,-7.9859
c1cc2ccc3c(c4nsnc4c4cc(-c5scc6[SiH2]C=Cc56)c5nsnc5c34)c2s1,-7.089997293,-8.5312
c1cc2c3c[nH]cc3c3c(cnc4ccc5cscc5c34)c2c2cCcc12,-5.874001946,-7.5809
c1cc2Cc3c(-c2c2cCcc12)c1cocc1c1ccc2cocc2c31,-6.141821194,-7.6761
[nH]1ccc2c3cscc3c3c4[se]c(cc4ccc3c12)-c1ccc[se]1,-5.589672809,-7.6148
[nH]1cccc1-c1cc2ccc3c4[SiH2]C=Cc4cnc3c2s1,-5.753529809,-7.7201
[nH]1cccc1-c1cc2[se]c3c(ncc4ccc5nsnc5c34)c2s1,-7.082071692,-8.4664
[nH]1c-2c(Cc3cc(oc-23)-c2cncc3nsnc23)c2c1ccc1cscc21,-7.501014394,-8.5228
c1cc2cnc3cc([se]c3c2cn1)-c1cccc2c[nH]cc12,-5.837886089,-7.7522
[nH]1cccc1-c1cc2sc3c(ncc4ccccc34)c2cn1,-5.370517043,-7.6468
c1sc(-c2ccc3c(c2)ncc2c4c5cocc5ccc4c4ccccc4c32)c2sccc12,-5.807081981,-7.7865
c1cc2c3cCcc3c-3c([SiH2]c4ccc5cscc5c-34)c2[se]1,-6.535744931,-7.9156
c1sc(-c2cc3c(s2)c2[se]c4ccc5c[nH]cc5c4c2c2=CCC=c32)c2C=C[SiH2]c12,-9.155328975,-9.1817
[nH]1c2cc(-c3cncs3)c3=CCC=c3c2c2c1c1c3cscc3ccc1c1=C[SiH2]C=c21,-6.764408497,-7.9881
c1cc2-[s]c3c(ccc4ccc5c[nH]cc5c34)-c2c2cocc12,-5.072623574,-7.3017
c1sc(-c2cnc3cc4ccc5cscc5c4cc3c2)c2occc12,-5.87897145,-7.8993
c1cc2oc3c(c4c[nH]cc4c4cc(-c5cccc6=C[SiH2]C=c56)c5cscc5c34)c2[se]1,-6.615001179,-7.9684
[nH]1c2ccc3c[nH]cc3c2c2c3cscc3c3cc(sc3c12)-c1scc2sccc12,-6.272267493,-7.7604
c1sc(-c2cc3ccc4c5ncccc5c5=CCC=c5c4c3[se]2)c2[nH]ccc12,-9.081247785,-9.1261
c1ccc(-c2cc3sc4c(ccc5ccc6ccccc6c45)c3o2)c2c[nH]cc12,-5.377483277,-7.3896
[nH]1c2C=CCc2c2cnc3C=C(Cc3c12)c1nccc2nsnc12,-7.16125055,-8.4395
c1sc(-c2[SiH2]c(cc2)-c2ncc(s2)-c2ncncn2)c2cc[se]c12,-7.557583871,-8.727
c1ncc(-c2cc3oc4c(ccc5ccc6=C[SiH2]C=c6c45)c3c3nsnc23)c2nsnc12,-7.797076346,-8.772
c1cc2ncc3c4CC(=Cc4c4ccccc4c3c2c2cocc12)c1cncc2nsnc12,-7.446868503,-8.6904
C1C=Cc2c1c1oc3cc(-c4cccc5cscc45)c4cocc4c3c1c1ccccc21,-5.792940328,-7.6807
[nH]1cccc1-c1cc2cnc3c4c5c[nH]cc5ccc4c4=CCC=c4c3c2cn1,-6.051599906,-7.6245
c1ccc([se]1)-c1Cc(cc1)-c1Cc(cc1)-c1cccc2cscc12,-6.585588347,-7.9188
c1sc(-c2ccc(s2)-c2Cc(cc2)-c2scc3sccc23)c2occc12,-6.692992384,-8.0399
[nH]1c2cc(-c3scc4[SiH2]C=Cc34)c3=C[SiH2]C=c3c2c2c3c[nH]cc3c3cccnc3c12,-6.24480407,-7.6743
[nH]1cccc1-c1cc2cnc3c4occc4c4c[nH]cc4c3c2c2cocc12,-5.138665117,-7.3092
c1ccc([se]1)-c1sc(c2[SiH2]ccc12)-c1ccc(-c2scc3[nH]ccc23)c2cCcc12,-6.71518012,-7.8848
[nH]1ccc2sc3c(c4nsnc4c4cc(-c5ccc[se]5)c5c[nH]cc5c34)c12,-6.549544963,-8.0072
c1sc(-c2cc3c4nsnc4c4c(sc5ccc6c[nH]cc6c45)c3o2)c2cc[se]c12,-9.619563846,-9.6272
c1sc(-c2ccc3c(c2)c2=CCC=c2c2ccc4cscc4c32)c2[se]ccc12,-6.119991468,-7.7969
c1sc(-c2cnc(s2)-c2sc(-c3nccc4nsnc34)c3ccoc23)c2ccsc12,-7.706904633,-8.7916
c1cc2c3cocc3c3c4CC(=Cc4oc3c2[se]1)c1cccc2c[nH]cc12,-5.776677865,-7.4964
c1sc(C2=Cc3cc4c5cscc5c5ccc6nsnc6c5c4cc3C2)c2CC=Cc12,-6.786475624,-8.2552
c1sc(-c2cc3[se]c4c(ccc5ccncc45)c3s2)c2sccc12,-6.080488134,-7.9995
[nH]1c2cc3C=C([SiH2]c3cc2c2ncccc12)c1cccc2ccccc12,-5.065649401,-7.4066
c1Cc(cc1)-c1sc(-c2ncc(s2)-c2nccc3nsnc23)c2nccnc12,-7.794640351,-8.8288
c1sc(-c2cnc(s2)-c2scc3ccCc23)c2Cccc12,-5.816182514,-7.8407
[nH]1cccc1-c1cc2cc3ncc4C=C[SiH2]c4c3cc2[se]1,-6.050656378,-7.8688
c1sc(c2C=CCc12)-c1cc2c3nsnc3c3cc4cccnc4cc3c2c2=CCC=c12,-6.821895317,-8.1682
c1ccc(-c2sc(-c3nccc4nsnc34)c3ccoc23)c2c[nH]cc12,-7.419747503,-8.4596
c1cc2c(c3nsnc13)c1c(c3ncc(cc3c3=C[SiH2]C=c13)-c1ncncn1)c1=CCC=c21,-7.361061913,-8.5032
[nH]1c2cc(-c3cccc4c[nH]cc34)c3c[nH]cc3c2c2c1c1[se]ccc1c1=CCC=c21,-4.765036115,-6.8934
c1ccc(-c2ncc(s2)-c2ncc(s2)-c2cccc3nsnc23)c2cocc12,-7.231356926,-8.6028
c1sc(c2[SiH2]C=Cc12)-c1cc2sc3c4ccccc4[se]c3c2c2=C[SiH2]C=c12,-6.828054372,-8.2028
c1cc2c(s1)c1c3cocc3c3cc(-c4ccc[se]4)c4cscc4c3c1c1=C[SiH2]C=c21,-6.734495031,-8.0886
c1cc2[SiH2]C(=Cc2s1)C1=Cc2c([SiH2]1)ccc1=C[SiH2]C=c21,-7.153125441,-8.153
c1sc(-c2ccc([se]2)-c2cnc(s2)-c2ccccc2)c2sccc12,-6.42438347,-8.0927
[nH]1cccc1-c1cc2cc3cnc4C=CCc4c3cc2s1,-5.525738494,-7.6324
[nH]1cccc1-c1cc2ccc3c4c(ccc5=CCC=c45)c4=CCC=c4c3c2c2c[nH]cc12,-5.981027345,-7.4745
c1ccc(s1)-c1cc2c3cscc3c3c4sccc4ncc3c2cn1,-5.873056244,-7.9982
[nH]1cccc1-c1ccc([nH]1)-c1sc(-c2scc3cc[se]c23)c2occc12,-6.32711108,-7.7534
[nH]1cccc1-c1sc(-c2sc(-c3scc4[nH]ccc34)c3[nH]ccc23)c2[se]ccc12,-6.569583659,-7.6987
c1cc2c3cscc3c3c(ncc4cc(-c5scc6occc56)c5cocc5c34)c2o1,-6.122097446,-7.974
Cn1cccc1-c1sc(-c2nccs2)c2c1c1ccccc1c1ccccc21,-5.860104173,-7.7887
c1cc2cnc3c(c4c[nH]cc4c4cc(-c5cccnc5)c5cscc5c34)c2o1,-5.588631922,-7.5527
c1ccc([se]1)-c1ccc(cc1)-c1cnc(-c2nccc3nsnc23)c2nsnc12,-7.666603852,-8.864
c1cc2oc3c4CC(=Cc4c4=CCC=c4c3c2c2c[nH]cc12)c1cccc2=CCC=c12,-6.393541916,-7.6294
[nH]1c2ccsc2c2oc3cc(-c4nccc5nsnc45)c4cscc4c3c12,-7.325160111,-8.5316
c1sc(-c2ccc3c(c2)sc2c3c3nsnc3c3ccc4c[nH]cc4c23)c2cc[nH]c12,-6.450161501,-7.9204
c1ccc(nc1)C1=Cc2c(C1)c1c(c3cocc23)c2c3cscc3ccc2c2=CCC=c12,-6.445487705,-7.8821
[nH]1c(cc2CC=Cc12)-c1cc2[nH]ccc2cn1,-4.212641925,-6.6988
[nH]1cccc1-c1cnc(-c2sc(-c3cccc4cocc34)c3cc[nH]c23)c2nsnc12,-7.550090189,-8.437
C1C=c2c(cc3cnc4c5CC=Cc5c5cscc5c4c3c2=C1)-c1ccccn1,-5.990403926,-7.7833
c1ccc(cc1)-c1cc2oc3c(ccc4ccc5c[nH]cc5c34)c2c2=CCC=c12,-5.693455835,-7.4567
[nH]1c2cc([se]c2c2cc3c4c[nH]cc4ccc3cc12)-c1scc2sccc12,-6.088573024,-7.7144
c1sc(C2=Cc3c([SiH2]2)c2c(c4cnccc4c4=CCC=c24)c2=C[SiH2]C=c32)c2C=CCc12,-6.987742545,-7.7663
c1[SiH2]c(cc1)-c1sc(-c2sc(c3[SiH2]ccc23)-c2cccnc2)c2sccc12,-6.860767716,-8.1484
[SiH2]1C=Cc2c1c1c3cocc3c3C=C([SiH2]c3c1c1c[nH]cc21)c1scc2[se]ccc12,-8.378061945,-8.591
c1cc2sc3c4oc(cc4c4cocc4c3c2o1)-c1scc2cc[nH]c12,-5.778483902,-7.5992
[nH]1c2cc(-c3cccc4=C[SiH2]C=c34)c3cscc3c2c2sc3ccoc3c12,-6.599352461,-8.0224
c1sc(-c2sc(c3[SiH2]ccc23)-c2sc(-c3nccc4nsnc34)c3[nH]ccc23)c2ccsc12,-7.545179927,-8.5176
c1cc2sc3c(sc4cc(-c5cncc6nsnc56)c5nsnc5c34)c2c2ccccc12,-7.397701109,-8.7959
[nH]1c(cc2c1c1cc3c(ccc4=CCC=c34)cc1c1=CCC=c21)-c1ccc[se]1,-5.865299483,-7.575
c1ccc(cc1)-c1cc2oc3c4ccccc4sc3c2c2ccccc12,-4.888166264,-7.4323
c1cc2c3nsnc3c3c4[se]ccc4c4ccccc4c3c2o1,-6.484057179,-8.299
c1ccc(nc1)-c1[SiH2]c(cc1)-c1sc(c2Cccc12)-c1ncncn1,-7.005710883,-8.4408
c1ccc(o1)-c1cnc2c(c1)oc1c3[se]ccc3c3nsnc3c21,-6.489697236,-8.3427
c1ccc(-c2cc3ncc4c(ccc5ccc6=CCC=c6c45)c3c3nsnc23)c2c[nH]cc12,-6.779439881,-8.0815
c1sc(-c2cnc3c4ccc5cccnc5c4c4=CCC=c4c3c2)c2ccoc12,-6.059650637,-7.8891
C1C=c2c3C=CCc3c3c4cscc4c4C=C([SiH2]c4c3c2=C1)c1ccccn1,-6.745057103,-7.9586
c1cc2ccc3c([SiH2]c4ccc5ccccc5c34)c2c2cocc12,-5.237843993,-7.4936
c1sc(-c2ncc(-c3sc(c4Cccc34)-c3ccccc3)c3nsnc23)c2cc[nH]c12,-7.331046395,-8.3717
c1sc(C2=Cc3sc4c(ccc5ccc6=C[SiH2]C=c6c45)c3[SiH2]2)c2sccc12,-6.680776984,-8.042
c1cc2[se]c3c(oc4cc(-c5scc6ccsc56)c5nsnc5c34)c2[se]1,-7.06889258,-8.442
c1sc(c2C=CCc12)-c1cc2oc3c(cnc4ccc5nsnc5c34)c2c2c[nH]cc12,-5.592680938,-7.5974
[nH]1c(ccc1-c1scc2cc[nH]c12)-c1sc(-c2cccs2)c2[nH]ccc12,-6.203846517,-7.5892
[SiH2]1C=Cc2[se]c3c4[se]c(cc4c4c[nH]cc4c3c12)-c1cccnc1,-6.263695663,-7.6831
[nH]1ccc2c3cocc3c3cc4cc(C5=CC=CC5)c5=CCC=c5c4cc3c12,-5.773180237,-7.5093
c1sc(c2C=CCc12)-c1cc2c3nsnc3c3c(ccc4ccc5nsnc5c34)c2cn1,-6.38016418,-8.2164
c1sc(-c2ccc3c(c2)sc2c3cnc3ccncc23)c2sccc12,-5.897002325,-7.9964
[nH]1c2cc(cnc2c2cnc3ccoc3c12)-c1scc2nccnc12,-7.402180152,-8.6172
c1ccc([se]1)-c1ccc(-c2ncc(-c3scc4ccsc34)c3nsnc23)c2c[SiH2]cc12,-7.744647175,-8.6047
C1C=c2c3C=C[SiH2]c3c3c4cscc4c4C=C([SiH2]c4c3c2=C1)c1scc2[nH]ccc12,-6.862033357,-7.8793
c1ncc(s1)-c1cc2c(c3[se]c4ccc5nsnc5c4c3c3=C[SiH2]C=c23)c2=C[SiH2]C=c12,-7.258370093,-8.3823
c1Cc(cc1)-c1sc(-c2ccc(-c3cccs3)c3cCcc23)c2[nH]ccc12,-6.649740465,-7.8257
c1cnc(s1)-c1Cc(cc1)-c1ccc(-c2scc3ccCc23)c2nsnc12,-7.224432624,-8.4656
[nH]1cccc1-c1cc2[se]c3c(oc4ccc5nsnc5c34)c2c2ccccc12,-6.738538703,-8.2638
c1ccc(cc1)-c1cc2sc3c(c4c[nH]cc4c4ccc5cscc5c34)c2c2c[nH]cc12,-5.618698582,-7.3774
[nH]1c2cc(cnc2c2cnc3cccnc3c12)-c1scc2[se]ccc12,-6.011138411,-7.9157
c1Cc-2c([SiH2]c3c-2c2cocc2c2ccc4nsnc4c32)c1,-6.845031539,-8.1778
[nH]1c2cc3C=C[SiH2]c3cc2c2c1cc(-c1cccnc1)c1=CCC=c21,-4.605872334,-7.1465
c1cnc(s1)-c1cc2c3cocc3c3c4c5cocc5ccc4c4ccccc4c3c2s1,-6.18423587,-8.0019
C1C=Cc2c1c1ncc3C=C([SiH2]c3c1c1nsnc21)c1scc2[nH]ccc12,-6.762927046,-8.0625
c1ccc(s1)C1=Cc2c(C1)c1cc3ncccc3cc1c1nsnc21,-6.403341037,-8.1552
c1sc(-c2cc3ncc4c([se]c5ccc6c[nH]cc6c45)c3c3=CCC=c23)c2nccnc12,-7.197223792,-8.3566
c1sc(-c2ccc(cc2)-c2ccc(-c3cncc4nsnc34)c3cscc23)c2cc[se]c12,-7.555576387,-8.6874
[SiH2]1C=Cc2c1c1[se]c3cc(sc3c1c1ccccc21)-c1scc2[nH]ccc12,-6.234461416,-7.7873
